titolo, durata, views, n_comments, n_like, genere, views, FF, paid, publ, max_quality
Best Friend Tag (FT. Becca), 438, 13684, 46, 483, Entertainment, 13684, true, False, 2014-10-14, 6
【ウル４】元のウルトラコンボダブルがあまりにも弱過ぎると話題に, 154, 11661, 5, 14, Gaming, 11661, true, False, 2014-08-08, 5
Sony Ericsson UK B-Boy Championship World Finals Video Special - HD, 316, 38727, 18, 69, Entertainment, 38727, true, False, 2010-10-22, 6
Animated Love Story, 385, 8708, 2, 7, People & Blogs, 8708, true, False, 2009-04-03, 4
Humpty-Dumpty Dance School  Самайн-2012: Легенды Британских Островов, 273, 1273, 0, 2, Entertainment, 1273, true, False, 2012-10-30, 4
Estudi Comglas, 438, 1790, 0, 5, Howto & Style, 1790, true, False, 2008-11-01, 3
World Of Warcraft Karazhan Key Questline Part8, 341, 6005, 10, 28, Gaming, 6005, true, False, 2010-03-29, 4
How to Draw Kaluha Shuzen:Rosario+Vampire; By Brianna4001, 430, 1138, 10, 6, Howto & Style, 1138, true, False, 2011-01-20, 4
(TUTO) Augmenter la RAM avec une clé USB, 154, 3494, 14, 13, Gaming, 3494, true, False, 2011-12-12, 5
Abren tránsito vehicular  por los dos nuevos viaductos del Puente del Ejército, 164, 11246, 6, 10, Education, 11246, true, False, 2010-12-30, 4
MW3 *NEW* TRAILER BREAKDOWN- FLUBBER KILLSTREAK, 227, 5464, 69, 342, Comedy, 5464, true, False, 2011-09-02, 5
DJ Walmir No Skala 2000, 355, 4118, 6, 37, Music, 4118, true, False, 2010-01-23, 4
LBP - Bag to store stuff in (Prototype), 146, 7325, 26, 32, Gaming, 7325, true, False, 2010-01-05, 5
Simpsons Season DVD 6-11 Review, 381, 1193, 0, 1, Entertainment, 1193, true, False, 2009-08-17, 3
Darkobit MetalPsyclops - Dream On, 465, 2177, 24, 27, Entertainment, 2177, true, False, 2012-11-07, 6
TheMattalocalypse Random Mugen Battle - 162 - Team Cartoon Network VS. Team Nintendo, 324, 22203, 26, 61, Gaming, 22203, true, False, 2011-09-18, 4
1998 5.9L Jeep Grand Cherokee Exhaust Straight Piped / interior, 147, 2163, 1, 5, Autos & Vehicles, 2163, true, False, 2012-05-31, 4
T.I. Ft. Eminem - All She Wrote (NFS Music Video) HD, 327, 532096, 86, 4366, Music, 532096, true, False, 2012-08-22, 5
Schola Pociąg do Nieba - kolęda Witaj Jezu, 123, 6494, 1, 5, Music, 6494, true, False, 2012-02-02, 4
Looney Tunes: Back in Action (trailer 2), 122, 389905, 167, 1217, Entertainment, 389905, true, False, 2014-07-08, 3
ทดสอบโช๊คเดี่ยว Zoomer X, 130, 8897, 2, 26, People & Blogs, 8897, true, False, 2014-07-14, 6
Campeonato Alfenas Show Bar. 1º Lugar - FINAL - Eder e Carol, 199, 2810, 1, 7, People & Blogs, 2810, true, False, 2012-05-16, 5
Carnevale di Viareggio 2012: "Non ti curar di loro ma guarda e passa"., 321, 4097, 0, 4, Entertainment, 4097, true, False, 2012-02-05, 4
HELLOWEEN／Nabataea, 353, 253599, 158, 1699, Music, 253599, true, False, 2012-12-17, 5
My reborn baby  plus Wee yawns for sale., 462, 2624, 0, 2, People & Blogs, 2624, true, False, 2011-11-06, 4
8 ball pool - Dubai 1vs1 (No Guidline ), 230, 1736, 5, 17, People & Blogs, 1736, true, False, 2014-07-11, 4
filmik promujący szkołę 2015, 139, 6726, 3, 36, People & Blogs, 6726, true, False, 2015-04-29, 4
How to change a PS3 Background /Wallpaper, 231, 155347, 173, 950, Gaming, 155347, true, False, 2010-05-10, 5
The Alps Revisited (X-plane 10), 322, 7105, 29, 57, Gaming, 7105, true, False, 2014-01-11, 5
Art-Mada - La Tornade, 208, 28144, 4, 41, Music, 28144, true, False, 2007-06-08, 3
Fast 3rd Movement  Beethoven's Moonlight Sonata on Banjo uke, 202, 11102, 37, 269, Music, 11102, true, False, 2013-10-22, 3
MIKA Happy Ending LIVE at the Electric Factory Philadelphia PA  October 18 2009, 304, 22114, 2, 45, Music, 22114, true, False, 2009-10-19, 4
向陽高校軽音楽部ssjo (アスナル金山・2013  No5)  Moanin', 281, 2706, 0, 4, Music, 2706, true, False, 2013-06-16, 6
Lukas Brabec - Tiempo De Festival ft. Xylophonist, 325, 1836, 1, 40, People & Blogs, 1836, true, False, 2014-08-25, 4
GTA Liberty City Stories PL-Mission#40 - Donald i naboje, 153, 3739, 7, 18, Gaming, 3739, true, False, 2011-11-30, 5
Cotpit - Out Of Time (Official Video), 224, 31594, 11, 237, Music, 31594, true, False, 2014-02-24, 6
Range time with the Kel-Tec SU-16  SKS and other rifles (17 Dec 2014), 174, 39914, 454, 1154, Entertainment, 39914, true, False, 2015-01-01, 5
AM Dulce Nombre de Jesus-El ultimo Mohicano, 226, 8217, 16, 28, Music, 8217, true, False, 2008-11-24, 4
E DA-LHE XENON NO CORREDOR LOTADO... COM MUITA ATENÇÃO.- HORNET BRANCA ABS - MUMU, 334, 1610, 5, 116, Autos & Vehicles, 1610, true, False, 2015-08-06, 6
Tuesdays Tricks and Tips for Minecraft : Ep 2, 340, 24665, 77, 582, Gaming, 24665, true, False, 2013-11-05, 5
Gk at Elk karting gopro, 454, 1699, 0, 6, Sports, 1699, true, False, 2012-07-02, 5
Avant match finale coupe de Tunisie Basket Ball 2013/2014, 269, 10266, 0, 22, Sports, 10266, true, False, 2014-05-31, 4
igea marina 2012 finale salsa master alex e lulu'.mpg, 372, 4504, 1, 5, Sports, 4504, true, False, 2012-05-17, 4
Science - Changing Weathers and Water cycle - English, 499, 14822, 0, 27, Education, 14822, true, False, 2012-05-21, 5
WW2 Sexton Self Propelled Gun Firing at Explosion! Gosport  UK, 145, 5012, 0, 26, Travel & Events, 5012, true, False, 2013-06-21, 6
Rainbow Loom - Pulseira Grossa PT, 173, 1081, 0, 6, People & Blogs, 1081, true, False, 2014-09-01, 5
SSF4 AE 2012: Daigo Umehara (Ryu) vs shinochan (Oni) - Endless Battle, 447, 74403, 113, 230, Gaming, 74403, true, False, 2012-01-23, 3
ПОДСНЕЖНИКИ, 170, 3888, 1, 33, People & Blogs, 3888, true, False, 2013-04-03, 5
最美和聲-Kelly于文文《我真的受傷了》, 279, 91578, 15, 205, Music, 91578, true, False, 2014-06-23, 4
Rene MC - Hoje Tem (Prod by DJ CUCO), 133, 6937, 10, 50, Music, 6937, true, False, 2011-10-27, 5
天保水滸伝NEO-第5話-, 150, 5554, 1, 10, Film & Animation, 5554, true, False, 2013-03-28, 4
N50 5インチ静電タブレット （androidマーケット、google map、音楽）, 126, 11590, 1, 1, Science & Technology, 11590, true, False, 2011-10-07, 4
Türkiye İsveç 2-1 İlk gol( Mevlüt Erdinç), 240, 14046, 1, 27, People & Blogs, 14046, true, False, 2014-03-05, 5
كلاش اوف كلانس - استراتيجيات الهجوم-الحجري+الساحر, 267, 2572, 1, 25, People & Blogs, 2572, true, False, 2014-10-25, 3
Animação de Natal 2010 - A Todos Um Bom Natal VI, 291, 4350, 4, 16, Film & Animation, 4350, true, False, 2010-12-15, 5
skoki Markiz, 132, 2575, 0, 10, Entertainment, 2575, true, False, 2012-04-23, 5
LU-RP Paccinos Norteños Video I, 253, 10328, 12, 24, Gaming, 10328, true, False, 2009-04-23, 4
Unboxing - Gigabyte Geforce GTX660 TI Versão OC 2GB GDDR5 192Bits PCIe 3.0 GV-N66TWF2-2GD - BOX, 290, 2256, 32, 56, Gaming, 2256, true, False, 2012-10-11, 5
Paper Craft - Super Mushroom, 268, 16065, 13, 21, Howto & Style, 16065, true, False, 2008-09-14, 3
Компьютер, 276, 1109, 0, 2, People & Blogs, 1109, true, False, 2015-04-30, 4
Windows 7 Sürüm Yükseltme, 317, 4472, 12, 23, Howto & Style, 4472, true, False, 2013-08-05, 5
Cindy Stuntrider, 160, 19990, 5, 124, Autos & Vehicles, 19990, true, False, 2014-11-25, 6
Narodno kolo - Harmonika:Vedad Subašić, 134, 3824, 2, 16, People & Blogs, 3824, true, False, 2013-01-04, 5
[Fancam] SS501 Music Core Comeback Stage - Love Ya - Recording - Young Saeng Focus, 266, 12298, 9, 159, People & Blogs, 12298, true, False, 2010-06-05, 5
Simpson (& Griffin) - Kubrick & Hitchcock, 164, 35403, 15, 130, Film & Animation, 35403, true, False, 2011-02-02, 4
FIFA 13 Player Review: Nathan Delfouneso (720p), 299, 2024, 11, 16, Gaming, 2024, true, False, 2013-02-13, 5
Rowan/Sascha - Speed Paint, 241, 1402, 7, 22, Entertainment, 1402, true, False, 2009-07-24, 3
Localizacion de corrientes de agua, 419, 244336, 0, 611, Howto & Style, 244336, true, False, 2008-06-20, 3
Weerberg Classics 2008, 262, 2721, 0, 4, Autos & Vehicles, 2721, false, False, 2009-02-15, None
Johnny Hallyday - Gabrielle (Live at Montreux 1988), 208, 16333, 2, 83, Music, 16333, true, False, 2014-05-25, 6
Ace Combat: Joint Assault PSP Gameplay, 269, 9751, 0, 12, Gaming, 9751, false, False, 2010-08-31, None
JJ 1200 Jet Turbine, 167, 16575, 3, 20, Science & Technology, 16575, true, False, 2008-08-16, 3
Latas usadas como floreros, 131, 75927, 23, 98, Howto & Style, 75927, true, False, 2012-07-13, 5
WRC craziest moments, 131, 16986, 4, 59, Sports, 16986, true, False, 2009-07-08, 4
Sarah Geronimo Sings Fly on The Wall, 183, 2460, 0, 1, Entertainment, 2460, true, False, 2009-02-04, 4
Was ist Bundreinheit/Oktavreinheit? • 100 Tipps zum Gitarre lernen, 351, 15269, 2, 148, Music, 15269, true, False, 2014-08-26, 6
Cafe' Racer "Alien" Stallions Centaur 150 Cafe', 146, 4194, 4, 3, Music, 4194, true, False, 2015-05-24, 6
KENNELLY SCHOOL OF IRISH DANCE soft.mpg, 268, 2117, 0, 6, Education, 2117, true, False, 2010-03-22, 4
Quick weave update & other projects, 307, 1133, 6, 6, Howto & Style, 1133, true, False, 2009-08-15, 3
Diplodocus Herd - Walking with Dinosaurs: Ballad of Big Al - BBC, 237, 5741046, 1762, 24302, Pets & Animals, 5741046, true, False, 2011-10-20, 3
BMW E30 DRift, 141, 4942, 1, 72, Autos & Vehicles, 4942, true, False, 2014-09-02, 3
2014 Southeastern Model Show Largest RC Swap Meet in the US, 283, 5438, 29, 60, Science & Technology, 5438, true, False, 2014-03-28, 6
COMO HACER DISTINTIVOS PARA FIESTA DE CARNAVAL, 411, 219906, 27, 1063, People & Blogs, 219906, true, False, 2014-03-14, 5
Catalyst Trailer, 150, 2144, 2, 6, Sports, 2144, true, False, 2007-09-04, 3
Scania V8 R620- swedish perfection, 435, 1571, 2, 7, Autos & Vehicles, 1571, true, False, 2010-12-01, 4
2010.11.21連憲良大提琴獨奏會：艾爾加-愛的禮讚, 162, 7748, 0, 18, Travel & Events, 7748, true, False, 2011-03-04, 4
Megaman World 3 - Boss 2(MM7 Remake), 214, 5822, 3, 41, Music, 5822, true, False, 2013-05-14, 5
Great American Beer Festival 2010 Prelude, 122, 1547, 1, 6, Travel & Events, 1547, true, False, 2010-09-09, 4
Garry's Mod Sötét Titkai: A Sorozat - A Fangirl visszatér, 174, 132165, 103, 2127, Entertainment, 132165, true, False, 2014-12-27, 5
Trinity Seven OP - Seven Doors by ZAQ Guitar Cover トリニティセブン, 129, 12834, 92, 381, Music, 12834, true, False, 2014-11-19, 6
Raptor 60, 280, 2759, 1, 2, People & Blogs, 2759, true, False, 2007-08-20, 3
Ural of New England  One of the 50 - The Original Ural Sahara 2WD, 153, 2006, 0, 4, Autos & Vehicles, 2006, true, False, 2012-11-04, 6
"NECROPHILIA-PHOBIA" by Rich Hall on "SET LIST: Standup w/o A Net" LIVE!, 285, 15450, 8, 99, Comedy, 15450, true, False, 2013-06-05, 6
Monkey Island 2 End Titles, 252, 8740, 4, 64, Music, 8740, true, False, 2011-12-18, 3
Séance d'entrainement matinale des Lions de l Atlas / Marbella, 195, 4935, 1, 5, Sports, 4935, true, False, 2012-01-13, 3
Total Drama Survivor eps.5 The Aftermath 1: Never Before Seen Spills The Beans, 161, 1658, 1, 0, Entertainment, 1658, true, False, 2010-09-04, 4
Dança inverno - noite cultural Nobel 2008, 190, 1273, 0, 0, Science & Technology, 1273, true, False, 2008-10-21, 4
Minecraft | BETTER ANIMATIONS! (Crazy Enderman Party!) | Mod Showcase [1.4.7], 442, 7014334, 8499, 48000, Gaming, 7014334, true, False, 2013-03-05, 5
1 Days Trip At Barrows - Awsome Rewards!, 197, 19438, 41, 35, Entertainment, 19438, true, False, 2008-03-28, 4
Handel - Allegro from Organ Concerto No 10 Op 7 No 4, 307, 3992, 1, 14, Music, 3992, true, False, 2011-12-26, 4
Special train in Hungary - Free Nostalgic Train to Győr with the M61.001 (Nohab) engine, 130, 2441, 17, 16, Autos & Vehicles, 2441, true, False, 2011-07-29, 5
The only Styling Gel you'll ever Need! | Chemical Free | Morrocco Method, 463, 4834, 15, 38, Howto & Style, 4834, true, False, 2011-08-02, 4
Debka Hashalom, 125, 4993, 2, 6, People & Blogs, 4993, true, False, 2008-11-22, 4
Cash Quad - Episode #1 - Part II, 288, 2164, 3, 9, People & Blogs, 2164, true, False, 2012-04-07, 4
Yamaha CS-5 demo by Luc, 327, 9045, 4, 9, Music, 9045, true, False, 2009-07-22, 4
Harts' War: Chapter 8 - Lawler vs Christopher, 392, 9371, 7, 17, Entertainment, 9371, true, False, 2007-12-13, 3
AutoExpert DVR-815 Дневная съёмка, 121, 7166, 6, 3, Gaming, 7166, true, False, 2013-10-08, 6
Hamlet (6/11) Movie CLIP - To Be or Not To Be (2000) HD, 170, 206764, 159, 955, Film & Animation, 206764, true, False, 2015-01-16, 6
Forever Freedom, 274, 24718, 1, 37, Education, 24718, true, False, 2008-08-02, 3
Quien Más Amo - La Luz Chicana, 159, 9320, 0, 34, News & Politics, 9320, true, False, 2015-01-10, 6
NA, NA, NA, 0, 0, NA, NA, NA, NA, NA, None
Inuyasha affections touching across time part 11, 497, 7514, 12, 20, Film & Animation, 7514, true, False, 2009-11-08, 4
17.07.2010 Nasz teledysk ślubny:) Aneta i Tomek, 184, 671122, 219, 1675, People & Blogs, 671122, true, False, 2010-11-19, 5
Batman and Superman G. Luna, 221, 3827, 2, 8, Film & Animation, 3827, true, False, 2009-08-02, 3
Widełorecenzyja - kal of duti modern łorfer 2, 426, 2523, 0, 21, Gaming, 2523, true, False, 2012-02-05, 5
Piano Tutorial | Ending Boogie Woogie Stomp, 260, 7310, 19, 91, Music, 7310, true, False, 2013-09-17, 5
Видео отзыв о держателе Steelie Car Kit, 161, 3913, 3, 4, People & Blogs, 3913, true, False, 2014-08-26, 5
Mtn Bike - Government Canyon SP, 467, 1629, 4, 3, Sports, 1629, true, False, 2012-02-12, 4
♡ HAUL Aliexpress ♡, 458, 12055, 20, 68, People & Blogs, 12055, true, False, 2015-02-20, 6
Ringo Starr - First All Starr Band - Act Naturally, 167, 11788, 6, 90, Music, 11788, true, False, 2011-05-28, 3
Union Pacific SD40 and CSX at Rock Hill Rd, 259, 370087, 0, 242, Travel & Events, 370087, true, False, 2007-06-01, 4
Fix Hellas : Albino Rhino Beer Review, 402, 2132, 16, 17, People & Blogs, 2132, true, False, 2011-11-17, 4
Star Wars Palpatine's Apprentice: Season 2: The Bigger They are The Harder they Fall, 166, 7184, 7, 33, Entertainment, 7184, true, False, 2010-12-04, 4
Pokémon Showdown - Episode 1 - vs. Newtiteuf  (OU), 344, 4639, 68, 107, Gaming, 4639, true, False, 2013-08-24, 3
Unlock Samsung Wave S8500 with Z3XBox, 202, 11338, 0, 3, Entertainment, 11338, true, False, 2011-02-01, 5
Martinillo con una sola mano (Piano Cover + Tutorial) 360p, 154, 15427, 0, 25, News & Politics, 15427, true, False, 2013-02-24, 4
1/144 Gun EZ Review, 359, 2685, 12, 37, Entertainment, 2685, true, False, 2013-06-02, 5
NA, NA, NA, 0, 0, NA, NA, NA, NA, NA, None
¿El sarpullido es producto de una alergia?, 360, 69238, 7, 61, Entertainment, 69238, true, False, 2012-10-25, 4
Haldon Forest Park Blue Run - Mountain Biking Devon UK, 402, 13782, 12, 53, Travel & Events, 13782, true, False, 2013-02-12, 5
Maggie's Teddy Bear Shichon Puppies - 3 weeks old, 155, 4802, 1, 0, Pets & Animals, 4802, true, False, 2008-05-27, 4
Фонарик Ansmann Future 1AA plus, 262, 4224, 19, 20, Science & Technology, 4224, true, False, 2013-04-25, 5
2013 SF 49ers vs Green Bay Packers on field player introductions #Questforsix, 186, 29625, 21, 69, People & Blogs, 29625, true, False, 2013-01-13, 5
I Finally Get A Girls Number On Xbox Live!! Hot American Girl Dedicates a Whole Song To Me!, 297, 14018, 116, 314, Gaming, 14018, true, False, 2013-07-21, 6
mugen　禍たんくらい杯　OP, 378, 2321, 5, 3, Gaming, 2321, true, False, 2012-04-18, 8
TRUCO DE MAGIA : Baraja  zig zag, 157, 2059, 12, 32, Entertainment, 2059, true, False, 2014-04-20, 5
Fernando Sor: Three waltzes from op. 39, 477, 4923, 3, 23, Music, 4923, true, False, 2012-01-19, 4
Acidente - GT3 Cup Challenge Brasil - 26/04/08, 228, 1819, 1, 2, Sports, 1819, true, False, 2008-05-02, 4
Pacific Grove Football: Video 11- at King City, 207, 3350, 0, 14, Sports, 3350, true, False, 2013-11-12, 6
tom y jerry en español, 361, 5839, 0, 2, Film & Animation, 5839, true, False, 2011-09-05, 3
Phantom 2 Vision +   On Set Demo / Review by AerialMediaPros.com, 177, 4730, 4, 31, Entertainment, 4730, true, False, 2014-05-28, 6
[Hatsune Miku; Append] Every Heart [Project Diva Extend] -Español-, 146, 1320, 10, 42, Music, 1320, true, False, 2012-02-09, 5
Breath of Fire IV - Chap IV 101# Imperial Castle 4F SQ, 415, 2146, 1, 6, Gaming, 2146, true, False, 2009-07-01, 4
DTL IkarusMaster, 462, 1584, 0, 0, Science & Technology, 1584, true, False, 2010-09-23, 4
Festival del Charango, 348, 2074, 1, 5, Entertainment, 2074, true, False, 2007-12-27, 3
Sig Rascal 110, 135, 1555, 0, 3, Travel & Events, 1555, true, False, 2008-11-19, 4
リズム天国 ザ・ベスト＋ バッティングショー, 134, 50345, 45, 185, Gaming, 50345, true, False, 2015-07-08, 4
2013 SunSmart IRONMAN 70.3 Mandurah Full Race Highlights, 349, 4135, 0, 8, Sports, 4135, true, False, 2013-11-11, 5
Flyff Penya Hack (I attempted to phish your account), 182, 5566, 15, 15, Gaming, 5566, true, False, 2009-08-31, 3
"Potang" -QWADRA live  Ordertaker Tour, 250, 1558, 0, 2, Music, 1558, true, False, 2007-09-30, 3
Flamengo 5 x 1 Grêmio - Zico tira onda com gremistas após golaço de falta, 262, 204415, 0, 2671, Sports, 204415, true, False, 2013-09-11, 4
los pumas vs francia en el mundial de rugby 07, 181, 2424, 0, 2, Sports, 2424, true, False, 2007-12-13, 3
HIM - Love  The Hardest Way (Live @ Garage  London 14.02.10), 194, 5030, 1, 61, Music, 5030, true, False, 2010-03-19, 4
Perceptive Play: Optimizing bottle, 167, 14722, 24, 160, Gaming, 14722, true, False, 2014-12-17, 6
GIẬT BỤNG - THỂ DỤC THẨM MỸ AEROBICS BEAUTY CLUB - 102 LÊ VIẾT THUẬT - TPVINH - NA, 181, 13721, 1, 18, Sports, 13721, true, False, 2014-04-08, 3
yume no manual with lyrics, 322, 55239, 12, 294, Music, 55239, true, False, 2010-06-15, 4
カーズ いろんなメーターで遊んでみた♪ CARS Various Toy of Ｍｅｔｅｒ, 309, 120447, 0, 28, Entertainment, 120447, true, False, 2015-03-02, 6
friends, 190, 3061, 0, 1, People & Blogs, 3061, true, False, 2007-02-17, 4
Experimento Tratamento de água.wmv, 286, 24380, 6, 89, People & Blogs, 24380, true, False, 2012-05-18, 4
NS Online Service Heroes, 120, 13248, 7, 44, Travel & Events, 13248, true, False, 2013-05-22, 6
Old & New Dreams band - Lecture-demonstration  part 2, 139, 2102, 0, 6, Music, 2102, true, False, 2009-02-15, 3
全日本嘱託警察犬競技会2012　トト追及決勝戦その１, 142, 1825, 0, 4, Pets & Animals, 1825, true, False, 2012-06-05, 6
مستشعر البصمة في الجالكسي إس 5 و عودة أسئلة  الخصوصية !, 447, 56155, 59, 374, People & Blogs, 56155, true, False, 2014-04-25, 5
Newborn lowlight turbo, 198, 3457, 0, 8, Autos & Vehicles, 3457, true, False, 2008-06-13, 3
【Project DIVA Arcade】メルト【PV／720p】【初音ミク_AMERICANA】, 181, 2101, 7, 20, Film & Animation, 2101, true, False, 2014-06-28, 5
イニシエ Rayflower cover, 258, 6759, 2, 57, Music, 6759, true, False, 2014-05-01, 6
Gara Aziendale TRI.O.M, 125, 1377, 0, 1, Autos & Vehicles, 1377, true, False, 2008-02-25, 3
How to play Black Water, 298, 5715, 0, 3, Howto & Style, 5715, true, False, 2009-11-08, 4
Minecraft: Parkour Dentro De Una T Invertida, 325, 19874, 119, 1690, Entertainment, 19874, true, False, 2013-11-29, 5
EXO-K 2012 제주 Nature+ K-POP 콘서트, 225, 3309, 0, 27, Entertainment, 3309, true, False, 2013-04-24, 6
Tim Collins pitching against RedSox in MLB 2k12, 258, 1437, 0, 0, Entertainment, 1437, true, False, 2012-05-01, 4
Cucco Time, 191, 2470, 1, 3, Sports, 2470, true, False, 2008-10-03, 4
ＴＶにじゃれつく猫, 132, 28289, 3, 38, Pets & Animals, 28289, true, False, 2008-05-31, 4
Test Drive Unlimited Soundtrack (PS2)- Track57, 268, 14166, 27, 150, Music, 14166, true, False, 2010-03-17, 4
วิธีลง Mods Gta san Andreas, 341, 7120, 6, 9, Music, 7120, true, False, 2013-02-27, 4
Aerox polini evo de ale, 252, 2147, 2, 4, Autos & Vehicles, 2147, true, False, 2007-11-23, 3
#DC01D - Ballet Technique with a Broadway Flare DVD, 187, 4956, 0, 0, Music, 4956, true, False, 2011-01-01, 3
CONVIERTE TU BUFANDA EN CHALECO!!! (SÚPER FÁCIL), 170, 37138, 52, 1076, Howto & Style, 37138, true, False, 2014-07-18, 6
[FANCAM] 111204 Yunho talking about changmin - TVXQ Fan party in Singapore, 128, 32304, 17, 332, Music, 32304, true, False, 2011-12-05, 5
Renault magnum  on the sand mine, 243, 15489, 9, 20, Autos & Vehicles, 15489, true, False, 2009-10-08, 4
صور السيارات الملكية العراقية, 158, 753364, 205, 2015, Film & Animation, 753364, true, False, 2009-08-07, 4
Festival Presidente Daddy Yankee, 252, 60476, 7, 47, Music, 60476, true, False, 2006-07-09, 4
Morpheus - Boat Hire Sydney, 125, 6314, 2, 9, People & Blogs, 6314, true, False, 2013-07-28, 5
How to Make Roasted Pork Loin | Allrecipes.com, 160, 13054, 1, 59, Howto & Style, 13054, true, False, 2012-06-23, 5
NMRA True Street 5-5-2012, 280, 1320, 0, 5, Autos & Vehicles, 1320, true, False, 2012-05-06, 5
2010 Worlds: Magic Online Day One Feature Match, 265, 13605, 10, 39, Gaming, 13605, true, False, 2010-12-10, 5
10/31/2009 Lion Dance Practice, 158, 2120, 6, 3, Sports, 2120, true, False, 2009-10-31, 5
Why I don't upload more videos of averages, 251, 1530, 18, 9, Sports, 1530, true, False, 2008-06-19, 4
Pokemon Rumble Blast: Secrets and Tips [Part Three of Four], 461, 17262, 0, 18, Howto & Style, 17262, true, False, 2012-01-03, 5
看護学生あるある, 122, 4978, 0, 4, People & Blogs, 4978, true, False, 2012-09-22, 5
Soccer Moves - Best 3 Soccer Moves To Beat A Defender, 232, 1427090, 592, 8892, Howto & Style, 1427090, true, False, 2013-01-27, 4
FIRST TIME ON YOUTUBE - New 'Water Marble' Like Nails Using ACRYLIC!, 122, 23063, 23, 0, Howto & Style, 23063, true, False, 2012-03-25, 6
أسئلة حول العائلة02 - الزوج الغير محب, 313, 2549, 1, 16, People & Blogs, 2549, true, False, 2010-09-01, 3
Red bull stratos saut depuis l'espace de felix Baumgartner !!!, 309, 7473, 2, 18, Science & Technology, 7473, true, False, 2012-10-14, 3
Tricks 2 Weeks N°2 www.giocoleria.org, 189, 2234, 2, 7, Film & Animation, 2234, true, False, 2006-12-07, 4
NA, NA, NA, 0, 0, NA, NA, NA, NA, NA, None
Trackside HD - SP 4449: Owosso - Alma  MI 7/24/09, 225, 297713, 5, 369, Autos & Vehicles, 297713, true, False, 2009-07-25, 3
Танго, 202, 23408, 6, 180, Film & Animation, 23408, true, False, 2009-03-08, 4
Hướng dẫn sử dụng nhanh đàn organ Casio CTK-7000, 157, 9111, 1, 2, Music, 9111, true, False, 2013-02-20, 3
RC Shuttle Launch - Airbus A380 Launches a SkyAngel Thunderbird F-16, 155, 2952, 1, 9, Sports, 2952, true, False, 2012-07-16, 6
Play & Win - Ya BB (Official Music Video), 174, 1864293, 649, 9785, Music, 1864293, true, False, 2011-05-05, 6
LL's | Not Long Lived | Love Lance [COMPILATION VIDEO], 250, 2254, 2, 25, People & Blogs, 2254, true, False, 2015-03-02, 6
Florida 240 Thief Ownage., 216, 1362, 3, 5, Autos & Vehicles, 1362, true, False, 2008-08-05, 3
Jenifer Bartoli - Donne Moi Le Temps Live @ Meyzieu 02/12/2011, 249, 13830, 2, 27, Music, 13830, true, False, 2011-12-02, 5
CIFRA PHOTO SHOOT 2012, 199, 1919, 0, 6, Science & Technology, 1919, true, False, 2012-05-29, 5
north korean kids have amazing guitar skills, 209, 25275, 33, 80, Film & Animation, 25275, true, False, 2011-07-31, 3
How to Make The Giant Cancer-Fighting Salad. (Anti-cancer salad), 359, 729342, 843, 9664, Howto & Style, 729342, true, False, 2010-10-03, 5
A New Start ep. 1 - Welcoming A New Life, 354, 3238, 16, 15, Entertainment, 3238, true, False, 2010-06-08, 6
Minecraft mody! WIELKIE MOBY Z ANIMACJAMI :O! | FANTASTICAL MOBS, 239, 60318, 215, 2119, Gaming, 60318, true, False, 2015-02-26, 5
SNOW BROS 2. PARTE 4, 267, 18321, 11, 19, Gaming, 18321, true, False, 2008-08-09, 3
Spring Carlisle 04/24/10 ( Part 1 ), 132, 1428, 0, 2, Autos & Vehicles, 1428, true, False, 2010-04-25, 4
Lahti historic rally 2008 quattro incar, 475, 3187, 4, 4, Sports, 3187, true, False, 2008-08-12, 3
Shrek The Musical - When Words Fail, 242, 86974, 64, 565, Entertainment, 86974, true, False, 2015-01-07, 6
经典祷告词1.MPG, 142, 25563, 4, 155, Howto & Style, 25563, true, False, 2010-07-13, 4
Sauti Sol - Money Lover (Official Music video) SMS [Skiza 1063116] to 811, 244, 1693574, 705, 8386, Music, 1693574, true, False, 2012-12-31, 6
Final Fantasy 13 XIII Versus - Trailer 2 - FFXIII Versus, 127, 153687, 195, 442, Gaming, 153687, true, False, 2009-08-03, 3
TalesRunner - Block Happiness   Rainbow   Emotion, 263, 18870, 15, 101, People & Blogs, 18870, true, False, 2015-07-21, 5
Fate Stay Night 2014: Archah vs Castah Live Reaction Compilation, 234, 94332, 16, 436, Film & Animation, 94332, true, False, 2014-11-23, 5
Naruto Shippuden: Ultimate Ninja Storm Revolution Review, 266, 15161, 13, 137, News & Politics, 15161, true, False, 2014-10-03, 6
personalizacion mac parte 4 (superdocker), 213, 2090, 0, 0, Science & Technology, 2090, true, False, 2010-02-23, 5
EF66 44[吹]牽引の貨物列車　土呂, 141, 1222, 0, 3, Autos & Vehicles, 1222, true, False, 2009-09-14, 5
에어로빅...나 어떡해, 205, 9962, 0, 8, People & Blogs, 9962, true, False, 2013-12-17, 7
Borgore & Sikdope - Unicorn Zombie Apocalypse, 179, 11683, 4, 93, Music, 11683, true, False, 2014-03-01, 6
2011 韩国传统美食烹饪==展示会  猪骨汤(Gamjatang)-Pork bone soup, 488, 7677, 0, 18, Travel & Events, 7677, true, False, 2011-09-26, 4
Martxel Arribillaga - Season edit 2014, 190, 5174, 1, 43, Sports, 5174, true, False, 2015-02-17, 5
Tunesien 2009, 276, 2021, 0, 5, Travel & Events, 2021, true, False, 2010-12-08, 4
