,titolo,durata,views,n_comments,n_like,genere,subscribers,publ,max_quality,timedelta,score,class
719,Kinder Joy Eier mit Überraschung unboxing Üeier Überraschungseier Kanal für Kinder,443,1093287,0,1543, Gaming,930000,2015-06-01,6,0.5720401778363248,0.7421694745982769,4
720,Hatton V Mayweather punditry for BBC News,165,1662,1,1, People & Blogs,0,2011-01-12,3,0.3084142927712827,0.1527144474629874,1
721,Burning of Audi R8,317,205504,108,260, People & Blogs,88,2013-01-27,6,0.431253087436193,0.4686833168855521,3
722,[SushirO] FB Solo MA-06 Quadra BM+Aura,159,8304,9,15, Gaming,444,2011-01-17,5,0.3092376090894121,0.2227661867195541,2
723,MLAATR Jenny Inside HD,224,15714,4,103, Comedy,7850,2011-11-23,6,0.3602832208134365,0.3147500757109149,2
724,Panda - Del rapto y otros pormenores cover completo Pp,190,3294,5,41, Music,631,2014-01-14,6,0.4892145562325045,0.3536248393696024,2
725,Train Simulator SBB,250,13655,7,11, Autos & Vehicles,0,2010-01-03,3,0.2468302321752017,0.1809701097980295,1
726,Netball Inspiration,461,7924,1,41, Sports,32,2011-12-21,4,0.3648937921949613,0.2833193226380915,2
727,Лунтик учит правила - 6 часть,299,11243,0,28, Gaming,119000,2013-08-05,5,0.4625391075251111,0.3585556769841613,2
728,Spring Loaded Heavenly Mountain 2013,127,18090,2,4, Sports,3890,2013-03-22,6,0.4401449036719908,0.3067332499767312,2
729,กุญแจแอนตี้คัท.mp4,221,10174,11,10, Howto & Style,238,2012-03-20,5,0.3797134859212909,0.2695563268599124,2
730,강찬 - 주의 길 드럼커버,303,7908,2,31, Entertainment,213,2013-12-15,5,0.4842746583237279,0.3679105175404563,2
731,Super Smash Bros Melee - Jungles Japes,337,1185,1,6, Music,10100,2008-03-27,3,0.140293100609254,0.0773017469449435,1
732,Sarah Spain Brings the Heat,402,3175,0,14, Sports,1500,2013-05-07,5,0.4477194137987815,0.2944753208323717,2
733,Rock Your Hair! How to Create Volume for  Beautiful Red carpet Glamorous Hair,209,3561,9,11, Howto & Style,2800,2012-01-31,5,0.3716449860036226,0.2419791765669726,2
734,AWESOME Call of The Community Cinematic Promotional Video,266,8434,89,483, Nonprofits & Activism,81600,2011-07-15,5,0.3387123332784456,0.3148388339955582,2
735,Como costurar tic tac na lace front/full lace.,239,29030,18,541, People & Blogs,36700,2015-02-08,5,0.5534332290465998,0.5600225820980674,3
736,Focus Fastback - Primeiras Impressões,294,18791,16,169, Autos & Vehicles,213000,2015-08-10,6,0.5835666062901367,0.5336981203579103,3
737,Stephen Colbert hits the The OReilly Factor,434,4935,5,19, News & Politics,929,2009-03-22,3,0.1995718755145727,0.1401436859197794,1
738,７．３１ FMS　ゼロ戦　風にはちょっと・・・・・・？？,322,1877,2,3, Sports,123,2011-07-31,5,0.3413469454964597,0.1860049750791654,1
739,5 Trucos para mantener el armario en orden,247,32625,6,240, Howto & Style,19200,2014-06-24,6,0.515725341676272,0.5000190717494148,3
740,virgen de la paz piano,182,11368,2,15, Music,1760,2008-02-25,4,0.1351885394368516,0.0999787079958891,1
741,step up 3,146,1912,0,8, Film & Animation,1400,2013-03-31,4,0.4416268730446237,0.2630158259466542,2
742,ΔΟΞΑ ΔΡΑΜΑΣ - ΠΑΝΣΕΡΡΑΪΚΟΣ 0-0,162,1798,8,1, Sports,67,2015-01-28,4,0.5516219331467149,0.2757905206703865,2
743,SliverHz Gameplay - Soldier M16-203,416,1283,3,14, Gaming,0,2012-07-14,4,0.3988144245018936,0.2402429360635352,2
744,Lenovo Vibe X2 video anteprima da TuttoAndroid.net,387,7134,1,33, Science & Technology,318000,2014-09-04,5,0.5275810966573358,0.3994457940700066,2
745,Александр Суржко,159,2550,0,5, People & Blogs,52,2015-03-27,6,0.5611724024370163,0.3301853680345433,2
746,Sergei Pareiko - The wall,267,15360,8,68, Sports,778,2012-07-08,4,0.3978264449201383,0.3370280912158547,2
747,Sexion D'Assaut- Problèmes d'adultes- Zénith de Nantes (12-10-2012),193,11387,7,39, Entertainment,126,2012-10-13,5,0.4137987814918492,0.3292200310735392,2
748,Taylor Swift feat. Gary Lightbody - The Last Time [RED] (piano cover),299,10077,14,124, Music,6570,2012-12-30,4,0.4266425160546682,0.3659394434861537,2
749,BLAZBLUE CONTINUUM SHIFT　20091130_rec_no4,478,1139,0,8, People & Blogs,3620,2009-11-30,4,0.2412316812119216,0.1360378541404406,1
750,Eduardo Costa( Participação de Bárbara Alves),283,4092,3,24, People & Blogs,12,2014-03-23,6,0.5004116581590647,0.352494579622253,2
751,Afterglow,254,1155,0,3, Music,0,2006-10-15,3,0.0531862341511608,0.0274049410502306,1
752,Julia y Samuel,239,8139,23,14, Music,212,2006-11-08,4,0.0571381524781821,0.0408655341203059,1
753,SA:MP DreamWorld Non-RPG Macedonia (Let's Play) #9 [МАКЕДОНСКИ],494,10149,17,160, Gaming,1540,2015-08-03,3,0.5824139634447555,0.5088017841023016,3
754,Reggie Bush High Skool Football Tape,184,9633,1,8, Music,116,2006-07-23,4,0.0393545200065865,0.0273239915631735,1
755,Mast Explorer in Action II,159,11854,0,5, Science & Technology,41,2008-10-31,4,0.176189692079697,0.1201989892226943,1
756,A PRENDE COMO PONER TU NICK EN XAT.COM,145,1243,1,2, Music,0,2009-12-06,4,0.2422196607936769,0.1216380247010732,1
757,MC PSIKO E DAN BOLADO   ALIANÇA DJ BOKA,205,1460,0,4, Music,0,2010-10-08,3,0.2926066194631977,0.158943667499654,1
758,el pareja garaje  turbo bronco 351w vs chevy 383ci.,157,23572,7,51, People & Blogs,20,2010-05-04,4,0.2667544870739338,0.2283562875480476,2
759,Haddaway-What about me,286,56731,14,170, Music,201,2011-05-05,5,0.3270212415610077,0.3212575792461468,2
760,Japan Vs Vietnam Part 2 (B-Boy Battles Pt 4),467,3401,1,8, Entertainment,185000,2013-07-25,3,0.4607278116252264,0.2905943542606886,2
761,THE DOGS HAVING FUN BARKING & RUNNING IN THE SNOW EVEN ME FALLING OVER LOL,240,9453,4,15, Pets & Animals,76,2011-02-14,4,0.3138481804709369,0.2285711601480504,2
762,Sunday ride to Charoti - Brotherhood of tourers,292,7635,44,201, Autos & Vehicles,185000,2015-06-14,6,0.5741808002634612,0.4995837556547925,3
763,Bellydance Hera opening party - 김대은,196,1552,0,3, Entertainment,0,2010-02-08,3,0.2527581096657336,0.1347970820754397,1
764,iPhone 4/ iPod touch 4- Free Wallpapers,382,3017,7,5, Howto & Style,226,2010-10-08,5,0.2926066194631977,0.1751701059550524,1
765,Mãe Natureza,160,16962,8,33, Music,15200,2010-07-05,4,0.2769636094187386,0.2243444582127157,2
766,"RE:AKTOR-""Damage Zone"" HQ",234,16479,16,198, Music,5420,2010-07-08,5,0.2774575992096163,0.2541917069647607,2
767,Concert des Moniteurs (6) Maurs Avril 2011,182,32149,1,93, Music,78,2011-04-05,4,0.3220813436522312,0.2934664420007504,2
768,Dice Stacking Challenge! Ryan Vs. Jon! | What's Ryan Tryin'? | Bin's Toy Bin,322,29211,101,300, People & Blogs,275000,2015-05-20,5,0.5700642186728141,0.5565941482265849,3
769,[The Community] Painting Process with Sai + Photoshop,422,1722,14,72, Howto & Style,29700,2014-07-07,5,0.5178659641034086,0.3713049857380896,2
770,【HTF擬人化替え歌】グンジンロール【作ってみた】,185,6287,3,99, Music,2840,2013-07-20,6,0.459904495307097,0.3749532830422553,2
771,Axe Only Torq 45k RC Submission (Tt) (Won),183,1362,42,82, People & Blogs,157,2014-06-28,5,0.5163839947307756,0.3668952453244437,2
772,Dodge 3700 GT automatic in action,305,20803,30,67, Autos & Vehicles,362,2010-01-25,4,0.2504528239749712,0.2165927717612642,2
773,HAGK - Недетские приколы в Garrys mod,199,77350,0,0, Gaming,107,2011-07-10,4,0.3378890169603161,0.2322438640818092,2
774,HUGOSOUSA_edição-TERTULIA_net.mov,329,18126,3,70, Entertainment,94,2010-05-25,3,0.2702124156100774,0.2321204139721961,2
775,addons para gmod 13-parte 4 especial 196 subscriptores,296,19677,56,250, Gaming,437,2014-03-16,5,0.4992590153136835,0.4698788169657332,3
776,Mommy Official Movie Trailer ENG HD,142,67101,2,13, Entertainment,51200,2014-09-26,5,0.5312036884571052,0.4461093033963124,3
777,Minecraft: HUGE PYRAMIDS (MASSIVE MAZES  TOUGH MOBS AND TREASURES!) Kasslim's Mazes Mod Showcase,363,2089552,461,11616, Gaming,1720000000,2013-11-21,5,0.4803227399967067,0.7013646658529168,4
778,Bruce Springsteen - Rocking all over the World. 05-07-2013 Mönchengladbach,238,4654,0,16, Music,21,2013-07-06,5,0.4575992096163346,0.3151566933833378,2
779,RC - Modelltruck  Baggern und Radlader bei der Arbeit,387,12128,2,6, Autos & Vehicles,2080,2011-05-07,4,0.3273505680882595,0.2268611137499959,2
780,Pokemon Black & White: Chimecho Evolution!,167,32259,97,44, Gaming,256,2010-08-03,5,0.2817388440638893,0.2440938711399657,2
781,HINO IGNIS_oficial,190,9524,6,142, People & Blogs,131,2013-05-18,5,0.4495307096986662,0.3877146584781331,2
782,need for speed underground 2 on intel HD graphics 2000 (core i3),192,1455,3,7, People & Blogs,45,2012-03-17,3,0.3792194961304133,0.2167959117025575,2
783,Clematis Watercolour Tutorial Part 6 // Painting Petals,338,8985,1,66, Howto & Style,4110,2014-03-06,6,0.4976123826774247,0.4043770556831758,3
784,本山博之 渓流 ルアーヒットシーン,206,129287,0,0, Sports,11200,2008-06-18,3,0.1539601514902025,0.1106520425430172,1
785,Quad et Audrey: retrouvé reygades  pont de vaux...,162,1790,0,0, Sports,14,2007-11-07,3,0.1170755804380042,0.0535462227659248,1
786,Game graphic and Animation (first year) at Törnströmska Upper high school Karlskrona/Sweden,128,2611,1,14, Film & Animation,13,2010-07-04,4,0.2767989461551128,0.1787513475657386,1
787,A Playstation 4 Montage,242,1743,0,4, Gaming,22,2014-04-18,4,0.5046929030133377,0.2796088874922525,2
788,May 11  1968: Burma vs Taiwan Football Match during 1968 AFC Asian Cup in Tehran,226,16837,10,114, Sports,1300,2013-06-13,5,0.4538119545529392,0.4011574710950166,3
789,Resistencia albiazul en el azteca,196,8465,13,11, Sports,0,2010-03-08,3,0.2573686810472583,0.1811818674681929,1
790,Sam - Lost My Way,225,1398,3,9, Entertainment,0,2008-03-17,4,0.1386464679729952,0.0808136198500133,1
791,Metin2 Evielas Heilschamane PvP QueenVossi,425,21091,29,98, People & Blogs,3080,2011-12-27,5,0.3658817717767166,0.3251153984419878,2
792,Cerraduras cantol,123,49520,11,63, Science & Technology,3010,2012-07-02,4,0.396838465338383,0.3627349273022131,2
793,Pszczoły w Beskidach pod koniec kwietnia - z zaglądaniem:-),288,6953,0,9, Education,109,2012-04-23,5,0.385312036884571,0.2623317691629237,2
794,Just Dance: Le livre de la jungle,370,5241,26,99, Gaming,472000,2013-05-13,5,0.4487073933805368,0.3608384851621438,2
795,[HD] Ryanair 737-800 landing Santander,370,3589,2,17, Travel & Events,1600,2012-08-23,6,0.405400955046929,0.2741890649457109,2
796,mudgee frangin,498,4564,0,31, Sports,31,2009-04-06,0,0.2020418244689609,0.1467125527553493,1
797,Halo 3 ODST Animal I Have Become,234,1420,2,12, Entertainment,0,2010-03-27,4,0.2604972830561501,0.1562592427365201,1
798,Welcome Show for the Coolest Summer Ever 24-hour party at the Magic Kingdom,405,10810,10,80, Travel & Events,890000,2015-05-22,6,0.5703935452000659,0.4765714681098559,3
799,Lob und Dank - Anonymous 18th Century - S. Cecilia Choir ; Milano - Italy,161,1622,0,0, Music,487,2010-11-25,4,0.3005104561172402,0.1356343151671848,1
800,WoW expansión wotlk,172,1305,2,2, Gaming,35,2008-11-21,4,0.1796476206158406,0.0907495212602569,1
801,[FNL] [8/5/11] [LJ] Bzrk Glove Light Show [EmazingLights.com],225,4461,30,39, Entertainment,104000,2011-08-06,6,0.342334925078215,0.2527737744298124,2
802,[HQ] 2PM NichKhun - Maria,254,232161,131,1039, People & Blogs,1340,2009-12-16,4,0.2438662934299358,0.2874353195672879,2
803,Real Madrid 2 -1 Galatasaray Hazırlık maçı 2012,300,34140,3,18, People & Blogs,503,2013-03-15,3,0.4389922608266096,0.3587416719625183,2
804,CN TKO Ultimate Echo Echo?,132,295207,12,78, Gaming,7790,2010-10-07,5,0.2924419561995718,0.3029513284639644,2
805,Worcester Fencing Club's Straitjacket Challenge,126,3953,0,9, Entertainment,101,2014-03-28,6,0.5012349744771941,0.3239716708921376,2
806,Mr Crowley - Ozzy - Ozzfest 2010 San Bernardino,330,1551,0,3, Entertainment,21,2010-08-16,4,0.2838794664910258,0.1513830743635977,1
807,Songbirds of Pennsylvania - chapter 1,270,70926,68,351, Pets & Animals,7220,2009-01-10,4,0.1878807837971348,0.1954143715475054,1
808,[男士健美速成小貼士] 胸肌訓練 - 如何練成完美胸大肌？成為健碩型男 - KD Fitness,164,39087,9,79, Sports,3470,2015-01-29,6,0.5517865964103409,0.5039141582354889,3
809,August Book Haul & UNBOXING,415,2555,40,130, Entertainment,11800,2015-08-25,6,0.5860365552445249,0.4552275263506212,3
810,"Jamiroquai  ""High Times"" Live At Montreux 2003",478,24956,22,206, Music,4730,2009-09-15,3,0.2287172731763543,0.2158853104362027,2
811,Микяй Наим (България) - Абдулвагаб Шахбанов (Россия),380,11357,1,26, Sports,247,2012-07-19,3,0.399637740820023,0.3082975274112201,2
812,The Battle at Hastings II,394,2700,0,7, Sports,3270,2011-09-09,0,0.3479334760414951,0.2120453086804448,2
813,Heineken reklámok,228,27717,4,20, Comedy,1210,2009-03-10,3,0.197595916351062,0.160166895593411,1
814,Cello Peeks  Green Graffiti,234,1055,0,1, Music,0,2007-01-20,3,0.0691585707228717,0.0323252584588473,1
815,MIS PRIMEROS TRABAJOS EN PUNTADAS FANTASIA,281,12368,1,64, Howto & Style,98,2012-06-09,6,0.3930512102749876,0.3263493649953324,2
816,Sapphire Graphics Cards: Vapor-X vs. Tri-X Explained,270,5063,8,130, Gaming,1690000000,2015-01-30,6,0.5519512596739667,0.4518008878206419,3
817,Hellsing- Animal I have Become,232,1778,2,16, Film & Animation,0,2008-04-11,4,0.1427630495636423,0.0899350149534038,1
818,Kawasaki Z 750 Gopro,188,1127,2,5, Autos & Vehicles,0,2011-05-23,5,0.3299851803062736,0.1777050675119924,1
819,Carlos Varela  Los Van Van: Humo del Tren,187,61242,18,153, Music,1920,2007-01-13,3,0.0680059278774905,0.0666902418709591,1
820,Kingdom Hearts - (Moulin Rouge) The Show Must Go On,190,56052,43,195, Entertainment,49,2006-10-27,4,0.0551621933146714,0.0546090376932475,1
821,"Jorge ""Kid Flash"" Diaz Use To Spar With Manny Pacquiao For 100 Bucks",330,32834,33,75, Sports,727000,2010-02-23,4,0.2552280586201219,0.2295684352548874,2
822,2004 Hess Truck Review,146,9207,18,16, People & Blogs,1000,2009-11-28,3,0.2409023546846698,0.1759496802039445,1
823,SNICKERS OG MARS DRIK?! - Benjamin Tester Drikkevarer,498,333442,411,4368, Entertainment,130000,2015-06-10,6,0.5735221472089577,0.7389329428369742,4
824,Monster Hunter 3 Tri Barioth + Rathalos 1.21 Speedkill,144,2151,22,10, Gaming,130,2011-07-17,6,0.3390416598056973,0.2085130348936389,2
825,Gaming4Hackers:- Action Man Operation Extreme - ePSXe Emulator Playstation - (Gameplay),252,16698,18,32, Entertainment,1060,2009-11-02,4,0.2366211098303968,0.1910084622416366,1
826,Carregando tora,309,2580,0,7, Comedy,16,2011-12-09,3,0.3629178330314507,0.2201699118939527,2
827,Linsen-Bolognese. Proteinreich und lecker / vegan,204,5843,14,203, People & Blogs,21300,2015-02-17,6,0.5549151984192326,0.4740907484743734,3
828,Maniement de la capote des Renault Floride et Caravelle,232,18538,3,56, Autos & Vehicles,430,2014-07-16,3,0.5193479334760415,0.4398827801383961,3
829,Violetta santa fe parte 4,218,5646,2,50, People & Blogs,244,2013-10-08,6,0.4730775563971678,0.3631351287556036,2
830,JANET,177,1962,0,7, Entertainment,49400,2010-05-11,3,0.267907129919315,0.1580505421988002,1
831,【Laevatein】Drop Candy Pop【MMD】,214,2392,16,22, Music,2110,2014-09-08,6,0.5282397497118393,0.3520888742523759,2
832,Country Roads,141,5465,1,14, Music,203,2008-06-30,4,0.1559361106537131,0.107733748999249,1
833,Leo Messi - The Record Breaker 2012,185,5461,3,31, People & Blogs,269,2014-01-22,5,0.4905318623415116,0.3615740814772911,2
834,Акция с аксесуарами для iPhone 4s,273,1235,0,1, Entertainment,2800,2012-11-04,5,0.4174213732916186,0.1991213511495567,1
835,Linkin Park - In the end teclado,216,10940,1,24, Sports,0,2012-11-17,3,0.4195619957187551,0.3207378003310436,2
836,kyosho FW-05 T plus (impreza in japan),203,25352,0,7, Autos & Vehicles,0,2007-12-08,4,0.1221801416104067,0.0911708818350066,1
837,ARES en concert au Secteur 42 : Ambiance de la soirée,136,1268,2,11, Music,4020,2012-09-26,4,0.4109995060102091,0.2416877356700457,2
838,Assyrian Dance Lessons - Line Dancing,449,14200,6,131, Entertainment,190,2011-07-27,3,0.3406882924419562,0.3004837850409249,2
839,Line Dance- First Time -Walk Through (June10 ),168,12092,2,3, Education,18400,2010-07-05,3,0.2769636094187386,0.1824271284136183,1
840,Diablo Swing Orchestra - Voodoo Mon Amour @ Cafe Iguana  Monterrey MX,283,1852,0,18, People & Blogs,26,2014-11-09,6,0.5384488720566442,0.3441990571577423,2
841,TORNO CNC REPUSAJE,168,84695,10,183, People & Blogs,150,2009-02-20,4,0.1946319776057961,0.1968351918225961,1
842,"Rashad ""Train"" Rochelle",463,1571,0,12, Sports,0,2012-11-12,6,0.4187386794006257,0.2537642699719016,2
843,Сеялка-Полтава,389,23462,3,57, Science & Technology,1710,2013-08-06,4,0.462703770788737,0.3990526831385501,2
844,Growing California video series: Apple Hill,250,2621,0,0, Science & Technology,10500,2013-05-20,6,0.449860036225918,0.2162254888149637,2
845,Najava Partizan - Thun,131,3832,3,7, Sports,28,2012-08-29,4,0.4063889346286843,0.2563593281377737,2
846,一ノ関行き東北新幹線はやて号,274,22535,8,106, Travel & Events,2560,2011-04-23,6,0.3250452823974971,0.2916857207850303,2
847,Mandalorian helmet,186,3802,8,7, Entertainment,135,2009-11-18,3,0.239255722048411,0.1508130913370579,1
848,Triumph Herald Airfix 1/32 model,129,8482,11,34, Autos & Vehicles,1010,2012-06-24,5,0.3955211592293759,0.3043398581686813,2
849,Need For Speed: Rivals - Oyun Kurulumu,215,4912,3,2, Gaming,976,2013-11-25,6,0.4809813930512103,0.2818990538301619,2
850,Máquina de coser cuero para talabartería o guarnicionería,328,137963,47,341, Science & Technology,3750,2014-03-22,5,0.5002469948954388,0.5397496957918404,3
851,how to trampboard how to double kickflip,412,1644,0,6, Film & Animation,23,2011-06-12,3,0.3332784455787914,0.1902997773007988,1
852,mini z mr-03 set up,369,3267,3,3, Entertainment,130,2010-08-01,4,0.2814095175366375,0.1628674482233852,1
853,Sahib Teri Bandi / Makki Madni - NFAK (The Derek Trucks Band - live at Crossroads 2007),396,63419,47,666, Music,91,2012-07-09,3,0.3979911081837642,0.4267641298476627,3
854,Pistol Peg and The Beer Kegs - I'm here for the pa,177,1946,1,6, Entertainment,0,2012-01-15,5,0.3690103737856084,0.2145025360735019,2
855,VW Amarok mit GFK-Absetzkabine / Wohnkabine / Expeditionskabine,162,14248,0,10, Autos & Vehicles,417,2012-12-03,4,0.4221966079367693,0.3083973414223408,2
856,Поделки из бумаги Шкатулка из картона и бумаги,326,34036,0,0, Howto & Style,12900,2014-11-28,5,0.541577474065536,0.3450981893956371,2
857,CAMOX F175 et FRANKLIN,253,96281,3,64, Autos & Vehicles,85,2010-01-25,4,0.2504528239749712,0.2393350974734922,2
858,[FS2004 HD] London Heathrow (LHR) scenery + Kuwait Airways 777-200ER arrival,455,1427,6,5, Gaming,2360,2011-10-27,6,0.3558373126955376,0.1967553742462209,1
859,Friendly brawl+ plus online match Samus vs. Cp.Falcon,187,1110,9,11, Gaming,17,2009-07-02,4,0.2163675284044129,0.1254763613143852,1
860,[Kara+Engsub][MB 20150328] Yêu Lại Từ Đầu - Key (Shinee) & Chunji (Teentop) & JB (Got7),189,70636,30,518, People & Blogs,1290,2015-03-28,5,0.5613370657006422,0.5970138781105027,3
861,Origami - Faire un chapeau de Samourai,271,3786,0,15, Howto & Style,189000,2012-06-04,5,0.3922278939568582,0.2637384354438999,2
862,cod world at war - 2 castle glitches,217,3698,6,5, Gaming,32,2008-12-20,5,0.1844228552609912,0.1126975176256039,1
863,"Italian Music ""Santu Paulu"" Alla Bua - Italian Tarantella - ""Tarantism"" Music of Italy",316,43119,2,20, Music,8900,2008-08-21,4,0.1644986003622592,0.1377779501839963,1
864,Battlefront Heroes - How to attack a bot with gunships,313,30131,9,67, Gaming,52,2014-05-11,5,0.5084801580767331,0.4512385776872722,3
865,Cokejazz & Hoody - Blue Horizon (SOUND TREVEL VOL.1 LIVE),260,4259,1,59, People & Blogs,62,2014-12-08,6,0.5432241067017949,0.4130192940946866,3
866,To Butch  My Best Friend,179,39227,20,55, Pets & Animals,0,2007-08-23,4,0.104561172402437,0.0932350535129818,1
867,Mensajes Subliminales En Bob Esponja - Subliminal message in SpongeBob,188,3090476,4054,0, Science & Technology,882,2008-11-11,4,0.1780009879795817,0.1624302403323474,1
868,xipo do tong hop.vn,324,118749,9,86, People & Blogs,288,2013-04-28,3,0.4462374444261485,0.4400875569303731,3
869,How to: Make a Hamster Hideaway,212,12999,0,67, Pets & Animals,718,2011-09-28,5,0.3510620780503869,0.2935198625783965,2
870,GUARNECIA EL TREN,338,7805,13,97, Travel & Events,303,2013-07-28,5,0.4612218014161041,0.3815495723706151,2
871,استعراض فراري الابيض في ( حلبة عوافي ) 2011,136,16847,12,23, Autos & Vehicles,1500,2011-03-07,3,0.3173061090070805,0.2501419038614995,2
872,Thai Boxing interclub 1  19.4.09,336,1310,1,1, Sports,27,2009-04-23,4,0.204841099950601,0.0984522209122589,1
873,Hang Time S01E13 Game Day Part 2  [FINAL EPISODE],375,27178,11,56, Entertainment,2960,2010-07-05,3,0.2769636094187386,0.2410559845185663,2
874,Bon Jovi Frankfurt 2008,294,4296,6,12, Music,116,2008-06-04,4,0.1516548657994401,0.101221870299242,1
875,Ibanez Artcore AGS83B-TKF-Bruno Z3 `Rooster´,148,3702,7,24, Music,6950,2012-05-26,4,0.3907459245842252,0.2728551591390955,2
876,Harley Drags 2007 Spring,135,1494,0,1, Autos & Vehicles,0,2007-03-26,3,0.0798616828585542,0.0390246402630841,1
877,Hot lap Subaru Impreza SORETTI San Martino del Lago,363,4839,2,15, Autos & Vehicles,46,2014-02-23,6,0.4958010867775399,0.3408117353019226,2
878,Mr. COBRA Mustang GT 2006... (HD),181,7401,19,45, Autos & Vehicles,3120,2012-04-26,5,0.3858060266754487,0.300091051252731,2
879,Top 10 gol Serie A 2012-2013,203,2637,6,46, Sports,6070,2013-06-01,6,0.4518359953894286,0.3235715405573174,2
880,Race 2 Highlights - Assen 2010,141,54339,15,65, Sports,313000,2010-04-25,4,0.2652725177013008,0.2444782423463116,2
881,Champ LoCo - GANG LAND (Prod By. BuddahSPK),240,3550,10,119, Music,212,2014-04-18,6,0.5046929030133377,0.3994736394439654,2
882,Tour De France 2008  Stage 8  Villefranche-de-Rouergue,125,1572,1,1, Sports,0,2008-07-29,4,0.1607113452988638,0.0790314901193338,1
883,DISC ROMANESC GDG 3.4,204,5681,2,29, Autos & Vehicles,10500,2013-10-02,6,0.4720895768154124,0.3472582265989925,2
884,aaxa L1 laser pico projector!!  This thing is pretty awesome!,367,51666,11,21, Science & Technology,0,2010-02-25,4,0.2555573851473736,0.2175933753152863,2
885,Bill Cosby's Mom on Dope,164,56251,38,266, Comedy,300000,2012-07-13,6,0.3986497612382677,0.402263696584057,3
886,Lindhaus Aria Platinum vac and dry carpet cleaner,123,2184,6,10, People & Blogs,920,2009-08-12,4,0.2231187222130742,0.1374270376612648,1
887,HIGHLIGHTS | Inter Mailand - Lazio Rom (1:3) | Serie A | 36. Spieltag | 08.05.2013,253,1367,2,13, Sports,37600,2013-05-08,4,0.4478840770624074,0.2696496573423173,2
888,Unboxing | Review | Funda/Case Stich  | Ipod Touch 5 |HD|,144,38493,77,333, Science & Technology,285,2013-05-09,6,0.4480487403260332,0.4478573308875398,3
889,Ti Benedirò - Promise Land Gospel Choir (Coro di Gela),292,3660,0,24, Music,517,2010-10-14,4,0.293594599044953,0.2048105057679831,2
890,DANNI LEIGH - new song,231,1868,0,7, Music,80300,2009-08-22,5,0.2247653548493331,0.131925414388478,1
891,Modern Warfare 3 - S&D Throwing Knife Bomb Spots - Mission,214,1728,1,23, Gaming,197,2012-03-08,5,0.3777375267577803,0.2452556928623346,2
892,Brother PE Design Next: Small text 1 of 2 (Lesson 16),181,10038,3,36, Howto & Style,14900,2013-03-11,6,0.438333607772106,0.3432782315023786,2
893,"Химки - ""Спартак"" (1999 г.р.) - 0:3",172,1294,0,7, Sports,17900,2013-05-27,5,0.4510126790712992,0.2546097347586329,2
894,妖怪ウォッチ妖怪メダランドおみくじバトル挑戦『ホノボーノVSキュウビ＆つづかな僧＆でんぱく小僧』ほのぼのフィールド,326,1275,0,0, Gaming,16400,2014-03-30,6,0.5015643010044459,0.2190068279400281,2
895,Composer Cyril Scott plays his Lotus Land (orginal recording),175,77611,80,1029, Music,308,2010-07-07,4,0.2772929359459904,0.3081170321149205,2
896,False Eyelashes Haul ♥,454,5919,26,100, Howto & Style,81100,2014-10-10,5,0.5335089741478676,0.4333210903077589,3
897,Город 312. Митинг МГЕР. Ты уже большой,207,5857,3,21, Music,2330,2011-04-30,4,0.3261979252428783,0.2343734940396808,2
898,Dj Jewels at Oak Park High Prom 2012,378,4051,2,11, Entertainment,312,2012-07-07,3,0.3976617816565124,0.2620493687818636,2
899,First Contact - Men's Plate Final,121,1734,0,0, Sports,2700,2012-11-25,5,0.4208793018277622,0.1916784011285199,1
900,Super Tare ce poti face cu o masina - www.GreutateaTa.ro,452,169412,83,511, News & Politics,108,2010-07-06,3,0.2771282726823645,0.3093155287823068,2
901,Parma Panthers vs. Blue Devils,174,5518,1,6, Sports,1350,2008-06-03,3,0.1514902025358142,0.0977012182227798,1
902,AHWI - Mulcer / Freza de vegetatie pentru aplicatii forestiere,410,5404,0,4, Science & Technology,1440,2010-03-18,4,0.2590153136835172,0.1613958777340808,1
903,Beware the Batman on TELETOON Superfan Friday!,136,4250,0,15, Film & Animation,38600,2013-10-18,4,0.4747241890334266,0.322561183700964,2
904,avatar lol versie,137,15162,16,32, Entertainment,41,2008-07-07,4,0.1570887534990943,0.1258816531459817,1
905,Full Moon Sway Beck,254,337159,149,1271, Music,49,2006-10-09,4,0.0521982545694055,0.0633551152921576,1
906,Iron Maiden - Fear Of The Dark at the O2 in London 3.8.13,443,1739,2,4, People & Blogs,0,2013-08-04,5,0.4623744442614853,0.2560988360197317,2
907,ドラえもんもっと！ふしぎのサイエンスvol.3　超伝導実験3,148,6272,0,0, Entertainment,29500,2014-04-27,5,0.5061748723859707,0.2702624436223686,2
908,crossfire 800 go pro hd,231,100059,40,80, Autos & Vehicles,97,2011-03-23,5,0.3199407212250947,0.3107896315935332,2
909,Team Sketum : Tite Session Street Saint-Vallier (Skate),128,1318,1,1, Sports,18,2007-04-29,3,0.0854602338218343,0.0411062916625561,1
910,Reminisce - 2Mussh [Official Video],233,180398,119,971, Entertainment,64300,2013-02-26,6,0.4361929853449695,0.5056026775700724,3
911,IT'S A TRAP's workout,271,28462,48,437, Sports,243000,2014-10-15,5,0.5343322904659971,0.5330981359650863,3
912,MAN NL313 #7315 91-153-01 Bus ride from Israel ‬,177,1394,5,3, Autos & Vehicles,3630,2010-12-13,4,0.3034743948625061,0.15985466867163,1
