titolo, durata, views, n_comments, n_like, genere, views, FF, paid, publ, max_quality
"Your Song" Elton John  Santiago-Chile 2009, 225, 1261, 0, 2, Music, 1261, true, False, 2009-01-29, 4
Óscar  Dani y Juan  cantando en la Boda de Jesus y Ana 25.08.2012-UBRIQUE.AVI, 176, 1550, 1, 5, Music, 1550, true, False, 2012-08-26, 4
Halo 3 Bullet-Proof Skin, 257, 8578, 4, 27, Entertainment, 8578, true, False, 2007-06-27, 4
Be my Friend - Free (Kossoff) - ONLY TUTORIAL ON THE NET, 298, 12497, 5, 29, People & Blogs, 12497, true, False, 2011-12-13, 5
FREE FLP - 10 Hip Hop Piano Melodies + Free Loop [German DJ Tutorials], 253, 23638, 33, 154, Entertainment, 23638, true, False, 2012-08-03, 6
新楓之谷超技能夜使者 單打普通炎魔第1場, 139, 11237, 3, 10, People & Blogs, 11237, true, False, 2013-05-26, 5
FINAL FANTASY IX - Los Saltos en la cuerda [Rey de la Comba] [CHEAT ENGINE], 213, 11902, 35, 25, Gaming, 11902, true, False, 2012-09-22, 5
Jurien Bay 2013, 234, 5596, 43, 113, Entertainment, 5596, true, False, 2013-04-09, 5
お笑い２バタ, 295, 3039, 0, 9, Sports, 3039, true, False, 2008-09-14, 3
Some 4A tricks, 124, 1524, 6, 7, Entertainment, 1524, true, False, 2008-12-29, 4
Zoom's star studded holi party, 241, 25424, 0, 0, Entertainment, 25424, true, False, 2009-03-12, 4
John Havlicek *Keep Running* Mix, 185, 51527, 30, 120, Sports, 51527, true, False, 2010-08-17, 3
Deizuke and Kiba kissed Shizue, 179, 1609, 5, 0, Film & Animation, 1609, true, False, 2008-08-26, 3
Dota Funny Moments, 297, 30001, 11, 35, Gaming, 30001, true, False, 2011-07-11, 4
[Neo MMO]Tera Online Promotion Video, 244, 5800, 10, 6, Gaming, 5800, true, False, 2009-01-23, 3
non bo  thac nuoc 1.mpg, 327, 1843, 0, 0, Science & Technology, 1843, true, False, 2011-11-05, 4
red sea, 223, 305493, 85, 667, Travel & Events, 305493, true, False, 2007-03-27, 4
como instalar d3dx9_34.dll para cod mw  gta sa  sims y cualquier otro juego, 255, 72943, 76, 285, People & Blogs, 72943, true, False, 2013-07-20, 6
ΑΕΛ-ΟΛΥΜΠΙΑΚΟΣ ΒΟΛΟΥ (01/09/14) PREGAME, 449, 6494, 9, 37, Sports, 6494, true, False, 2014-09-11, 3
Waka Waka, 191, 3680, 0, 9, Sports, 3680, true, False, 2010-07-08, 3
Best Custom Wood Planter Boxes by nyplantings, 265, 13326, 5, 28, People & Blogs, 13326, true, False, 2014-05-28, 4
Madison Shorts Recruiting Video, 458, 1167, 0, 3, Sports, 1167, true, False, 2009-11-01, 4
Khafif at Triballement Votre 2, 240, 1531, 0, 5, Entertainment, 1531, true, False, 2007-04-25, 3
ROSA-CHA-CHA-CHA, 139, 1774, 0, 6, Entertainment, 1774, true, False, 2008-07-22, 4
Castle House School Prospectus DVD, 443, 3083, 0, 6, Education, 3083, true, False, 2012-06-20, 3
Castle Of Illusion ( ITA ) - 10 - LA LIBRERIA ATTO 1, 458, 9157, 1, 35, Gaming, 9157, true, False, 2013-09-24, 5
Making a glue scraper/saw to fix a 1930s Kay, 244, 78885, 15, 452, Howto & Style, 78885, true, False, 2014-01-30, 5
CIVIC SI TURBO PARANÁ - 428 CV "FOSCO", 164, 201171, 184, 619, Autos & Vehicles, 201171, true, False, 2012-09-22, 5
Let's Play Megaman X Command Mission - Chapter 4 BOSS2 - Mad Nautilus, 454, 1950, 6, 8, Gaming, 1950, true, False, 2009-10-09, 4
Wedding Garters from NuptialNET, 144, 1943, 0, 0, People & Blogs, 1943, true, False, 2009-10-21, 4
My Little pony Vampire bats song Filly version 2, 141, 143670, 0, 526, Film & Animation, 143670, true, False, 2014-01-11, 6
U2 - Ultraviolet - live version 360 - by Marcus Vinicius - experience POD XT PRO, 313, 2487, 4, 13, Music, 2487, true, False, 2011-03-14, 4
This is our God- Piano, 203, 4466, 6, 12, Music, 4466, true, False, 2008-10-15, 4
War Commander New RYU-KAI 45, 285, 2793, 1, 2, Gaming, 2793, true, False, 2015-02-01, 5
Dubai Fountain with Arabic Song. 18.02.2013, 250, 4543, 2, 10, People & Blogs, 4543, true, False, 2013-02-18, 5
Deep Sleepers for the 2015 Fantasy Football Season, 186, 1715, 1, 17, Sports, 1715, true, False, 2015-07-04, 6
Tutorial: Cómo coser alforzas, 237, 180433, 44, 2086, Howto & Style, 180433, true, False, 2014-04-12, 5
Musette Waltz -performed by ROUGE -La Mangave - Jo Privat -, 140, 18767, 7, 48, Music, 18767, true, False, 2008-01-24, 3
Eigentumswohnung  NEU saniert   Loggia Dornbach, 147, 3099, 0, 2, News & Politics, 3099, true, False, 2011-10-31, 6
Омлет без молока! (omelette without milk), 245, 53264, 82, 394, People & Blogs, 53264, true, False, 2014-02-13, 4
Wilfredo Vázquez Jr e Iván "Choko" Hernández hablan de su pelea en Kissimmee, 121, 2073, 0, 1, Sports, 2073, true, False, 2010-09-30, 4
Navidad Rayada 2012 (Full), 162, 27788, 28, 282, Sports, 27788, true, False, 2012-12-24, 5
מכבי חיפה - הפועל רעננה 1:3 - תקציר המשחק! 08.02.14, 253, 28331, 4, 75, Sports, 28331, true, False, 2014-02-08, 5
William, 210, 171200, 20, 256, Entertainment, 171200, true, False, 2011-03-22, 4
ESPN Sportscenter Week 1, 249, 9083, 18, 14, Sports, 9083, true, False, 2008-02-06, 4
Chaotic Battle 1, 301, 12446, 3, 9, People & Blogs, 12446, true, False, 2009-05-20, 4
'Colombiana' Official Trailer, 140, 13553, 0, 14, Film & Animation, 13553, false, False, 2011-05-25, None
Youth Hunting: Rack Pack Video, 188, 1161, 0, 10, Sports, 1161, true, False, 2012-08-29, 4
Audi A6 Avant world premiere, 159, 4148, 1, 7, Autos & Vehicles, 4148, true, False, 2011-05-20, 4
Inuyasha Kagome(Four Seasons guys voice), 234, 10974, 0, 57, Film & Animation, 10974, false, False, 2008-03-10, None
How To Become Vegan - Get Started Today!!, 223, 2101, 11, 77, Education, 2101, true, False, 2014-11-09, 6
Minecraft Rehber 5. Bölüm Nether Wart Çiftliği, 436, 4280, 10, 10, Gaming, 4280, true, False, 2012-06-14, 3
joyarrows The lovely parrot escape walkthrough, 129, 2285, 0, 1, People & Blogs, 2285, true, False, 2015-07-01, 3
GTA V Online Funny Moments | "SKY HIGH BATTLE" | E040 (GTA 5), 307, 118088, 57, 2262, Gaming, 118088, true, False, 2013-12-28, 6
Conseils d'entretien pour le poinsettia 2013, 222, 17865, 0, 35, Education, 17865, true, False, 2013-10-21, 6
Soulcalibur V - Online Play - Cervantes, 129, 5801, 0, 9, Gaming, 5801, true, False, 2012-03-05, 4
Numata - Pesona (Video Clip), 205, 1760487, 1145, 8302, Music, 1760487, true, False, 2011-03-09, 4
DIE PERFEKTEN SOMMER-NAGELLACKE von Orly & Models Own | Collchen14, 389, 5221, 21, 239, Howto & Style, 5221, true, False, 2015-07-01, 5
Samsung Infuse 4g AT&T (Please Help), 246, 16315, 59, 9, Science & Technology, 16315, true, False, 2012-06-23, 6
LAGRIMAS AMARGAS :: PESADO :: 93-03 EXPO GUADALUPE, 248, 4216, 1, 21, People & Blogs, 4216, true, False, 2013-02-07, 3
Flute and Piccolo Finishing, 206, 20532, 9, 173, Music, 20532, true, False, 2012-08-21, 5
Sponge Bob with added bleeps THE MOVIE pt 2, 336, 8676, 1, 11, Comedy, 8676, true, False, 2008-03-28, 4
chaabi el aboudi 1-2 2012, 472, 267443, 15, 539, Music, 267443, true, False, 2012-05-30, 4
diamond test  presidium multi tester 3 test, 304, 26046, 14, 78, People & Blogs, 26046, true, False, 2014-02-05, 4
Coque com Trança | All Things Hair™, 334, 44243, 71, 3545, Howto & Style, 44243, true, False, 2015-05-18, 6
Brett Anderson - Love Is Dead, 222, 3649, 2, 16, Music, 3649, true, False, 2007-03-16, 3
高校生 バンド 文化祭 / UVERworld CHANCE, 324, 291665, 243, 1809, People & Blogs, 291665, true, False, 2013-10-04, 5
CAT 120 Motorgrader, 124, 7865, 3, 63, Autos & Vehicles, 7865, true, False, 2013-02-14, 6
Easthampton Ma. High School Building Project Update 2-20-13, 207, 4412, 0, 17, People & Blogs, 4412, true, False, 2013-02-24, 5
How To Install Hacked Client Jam Client 1.8-1.8.4 For Minecraft, 221, 32340, 61, 159, Gaming, 32340, true, False, 2015-04-07, 5
Metin2.GR Mariannos vs Mesias (roufianos), 140, 1331, 1, 0, Gaming, 1331, true, False, 2012-07-10, 5
Motivação Bodybuilding - Jay Cutler - O Retorno. (Legendado.), 283, 38027, 21, 421, Sports, 38027, true, False, 2012-11-10, 4
Musou Orochi Z - Gyuki  Failed Chaos Mode No-Pickup Solo Crawl (Orochi-8)  Part 1/2, 381, 1095, 3, 2, Gaming, 1095, true, False, 2009-12-19, 4
Ivan y Esther. www.salsaspain.com, 126, 1883, 0, 1, Music, 1883, true, False, 2006-06-18, 3
Neues Design Rüssis & Skills, 239, 17035, 10, 20, Gaming, 17035, true, False, 2010-02-12, 4
Iron Maiden - fear of the dark - Live in Prague Aug 8th 2008, 434, 1461, 2, 6, Music, 1461, true, False, 2008-08-11, 4
Some of the BEST Cyanide and Happiness video's, 190, 59020, 10, 211, People & Blogs, 59020, true, False, 2012-05-05, 5
Prolouge/Murder  Murder!, 172, 1175, 1, 1, Music, 1175, true, False, 2007-09-01, 3
N905i実機その1_設定, 131, 3365, 0, 0, Science & Technology, 3365, true, False, 2007-12-02, 3
JCC Choir - 나의 맘에 근심 구름, 136, 1864, 0, 3, Music, 1864, true, False, 2012-09-17, 4
Savage Classical Guitar - 2010 Masaki Sakurai RF Maestro, 134, 15154, 0, 60, Music, 15154, true, False, 2013-11-14, 6
waarom fluister ik je naam nog..., 141, 2158, 1, 2, People & Blogs, 2158, true, False, 2008-06-21, 4
tekken dr long island XIX, 328, 1453, 0, 3, Entertainment, 1453, true, False, 2007-06-12, 3
2012 Infiniti QX56 SUV Review towing trailers by www.MrTruck.com, 318, 16049, 12, 36, Autos & Vehicles, 16049, true, False, 2012-06-23, 6
Giant UFOs near the Sun - Review of NASA images for January 30  2014, 140, 3540, 2, 20, Science & Technology, 3540, true, False, 2014-01-30, 5
JOHN 3:16 (closing), 241, 1960, 1, 3, People & Blogs, 1960, true, False, 2007-11-25, 4
旋風管家 作者 畑 健二郎 老師簽名會, 140, 2519, 0, 10, Entertainment, 2519, true, False, 2011-08-14, 5
mitos y leyendas parte 2:la leyenda de tails doll el muñeco de sonic, 170, 7160, 3, 11, Education, 7160, true, False, 2011-11-02, 4
Tutorial: Caged Octahedron (Zen Magnets), 461, 22834, 11, 153, Entertainment, 22834, true, False, 2011-08-15, 5
Great Lakes Shrine Pipe Bands gathering, 221, 1865, 0, 5, Music, 1865, true, False, 2007-09-26, 4
Ninja Defuse Montage: With Reactions!, 265, 1155085, 3067, 24734, Gaming, 1155085, true, False, 2010-10-20, 5
Bande de Fort-Mardyck 2014, 419, 9156, 1, 23, People & Blogs, 9156, true, False, 2014-02-01, 6
DJ Solovey - Kazanzip Electro (Radio Edit), 368, 1681, 0, 8, Music, 1681, true, False, 2011-04-07, 6
2014 AUTOBACS SUPER GT Round 3 GT300 #61, 129, 13964, 0, 67, Sports, 13964, true, False, 2014-05-31, 5
Mindi Abair painted using time lapse video, 260, 2617, 3, 9, Music, 2617, true, False, 2010-05-12, 3
Everybody Rejoice, 399, 4996, 6, 10, Entertainment, 4996, true, False, 2008-10-14, 4
Lo Que La Calle Me Enseño - Sonyk Rk Ft Turris 45  Mc Duke  Kizzer (VIDEO OFICIAL), 249, 3803, 4, 75, Music, 3803, true, False, 2015-02-17, 6
Crochet Braids: Marley Hair Braid Out, 210, 10387, 21, 83, Howto & Style, 10387, true, False, 2013-06-10, 4
Titan Mustang and Spitfire Mk26 display flying at French Air Force Airshow, 319, 11011, 3, 0, Autos & Vehicles, 11011, true, False, 2014-07-22, 5
[THE ROSE]  by Gospel Choir ROSE, 231, 90123, 7, 98, Entertainment, 90123, true, False, 2010-07-14, 4
Hats, 157, 3576, 5, 26, Entertainment, 3576, true, False, 2011-02-10, 3
ピアソラ：ブエノスアイレスの夏 （アサド編）Verano Portêno - Astor Piazzolla~Sergio Assad, 179, 7550, 1, 29, Music, 7550, true, False, 2014-02-26, 4
獻詩：100313 男女對唱─愛(五餅二魚版本), 216, 5499, 2, 8, Music, 5499, true, False, 2010-03-16, 3
[Allods MMORPG] I love my Druide !, 245, 1570, 2, 5, Gaming, 1570, true, False, 2011-01-29, 4
Neil Young - Heart of Gold (with Frusciante's solo), 184, 16288, 22, 79, Music, 16288, true, False, 2012-11-19, 3
Sarakasi Acrobats 3, 196, 22313, 1, 27, Entertainment, 22313, true, False, 2009-08-21, 3
Neros feat. Alanta - Save Me ( HiNrg Radio Edit ), 194, 288686, 67, 378, Music, 288686, true, False, 2009-02-19, 3
Marcin Kuzba / Lausanne Sports, 125, 8061, 2, 14, Sports, 8061, true, False, 2007-07-02, 3
Zumba with kathy dale maraca, 211, 2988, 0, 15, Sports, 2988, true, False, 2013-12-19, 5
Hijab in Style (www.zaharah.com), 223, 1598, 0, 0, Entertainment, 1598, true, False, 2012-05-09, 3
presse a metal, 286, 8490, 1, 6, Autos & Vehicles, 8490, true, False, 2009-06-18, 4
Presto-Molto allegro e vivace, 429, 1308, 0, 6, People & Blogs, 1308, true, False, 2009-04-06, 4
Tackle Grab Unboxing July 2013, 343, 4383, 10, 44, Sports, 4383, true, False, 2013-07-30, 5
[RSPS] Pkallyouwant- We're Waiting for you - Barrows pker, 220, 1186, 15, 4, Gaming, 1186, true, False, 2009-10-26, 5
Inside Llewyn Davis (2014) Inside the Ensemble [HD], 260, 19716, 2, 68, Film & Animation, 19716, true, False, 2014-01-16, 5
NA, NA, NA, 0, 0, NA, NA, NA, NA, NA, None
How to update RDP Wrapper manually, 362, 68342, 18, 158, Education, 68342, true, False, 2015-02-06, 4
LADY GAGA - Marry The Night featuring "Cute little peanut" on stage, 495, 1859, 3, 16, Entertainment, 1859, true, False, 2012-06-28, 4
Enduro roc 2013, 267, 1816, 0, 2, Sports, 1816, true, False, 2013-10-10, 6
Howard Products Restor A Finish and Feed N Wax, 131, 19457, 1, 30, People & Blogs, 19457, true, False, 2011-05-16, 4
Makayla Jacmacjian's solo- Walk Away, 178, 1411, 0, 16, People & Blogs, 1411, true, False, 2013-08-22, 4
Leticia Castro's Fairytale Wedding - Meet Mr. & Mrs. Prince, 349, 27777, 58, 439, Entertainment, 27777, true, False, 2013-05-19, 5
0503 グランジ, 383, 13131, 1, 57, People & Blogs, 13131, true, False, 2013-08-30, 3
Kingdom Rush - Twin Rivers - Hard - Iron Challenge Walkthrough, 140, 1418, 0, 2, Gaming, 1418, true, False, 2013-06-02, 6
Como fazer papinha para periquitos australianos, 191, 38862, 56, 357, People & Blogs, 38862, true, False, 2014-12-23, 3
Allotment Diary Nov 6 : Quick tour Rat-proof Polytunnel & surprise Broccoli, 315, 6816, 18, 84, Education, 6816, true, False, 2013-11-06, 5
69 West 83rd Street  The Quintessential Townhouse, 389, 3822, 2, 8, Travel & Events, 3822, true, False, 2010-10-13, 4
Chambrita hexagonal parte 2, 280, 5722, 0, 40, People & Blogs, 5722, true, False, 2014-04-25, 4
Miss Sinulog Festival Queen 2009(Siloy   Alcoy Cebu), 211, 8532, 3, 5, People & Blogs, 8532, true, False, 2009-01-20, 3
{BDS} All We Are ~, 138, 3464, 16, 104, Nonprofits & Activism, 3464, true, False, 2011-10-23, 5
Light Spinning, 126, 2972, 2, 17, Entertainment, 2972, true, False, 2015-01-20, 4
Heaven and Hell The sign of the southern cross philadelphia, 395, 5586, 2, 11, Music, 5586, true, False, 2007-05-13, 3
StarTrompeter Franz Hackl Karlheinz Töchterle Moser Hermann Petz LH Günther Platter Tobias Moretti, 326, 19558, 9, 22, People & Blogs, 19558, true, False, 2009-09-17, 3
Химиотрассы Ростов-Москва (для семинара 26_04_15) В. Рогожкин, 346, 14538, 80, 297, Education, 14538, true, False, 2015-04-08, 3
UN SMOOTHIE FRESCO CON ALIMENTOS VIVOS  UNA COMIDA COMPLEMENTARIA PARA EL DIA A DIA!, 379, 1657, 0, 21, People & Blogs, 1657, true, False, 2013-05-08, 6
362  Cute Kid Dancer Meets His Hero on The Ellen Degeneres Show, 253, 12215, 12, 62, Entertainment, 12215, true, False, 2013-12-15, 3
Suki To Itte Karaoke, 313, 2818, 0, 20, Entertainment, 2818, true, False, 2008-07-10, 4
GTASA ドナルドの秋名(榛名)山 下りチャレンジ, 242, 15108, 0, 0, Gaming, 15108, true, False, 2012-08-25, 4
Thích ăn rau quả qua những bài thơ  bài hát dễ thương về rau quả, 142, 13034, 0, 2, Education, 13034, true, False, 2014-06-08, 4
Summer of 2012: Wild Elite Lacrosse Team, 279, 2533, 2, 14, Sports, 2533, true, False, 2012-10-24, 5
Otro Rollo Monologo: diferencias H y M 3/3, 432, 27355, 6, 67, Entertainment, 27355, true, False, 2008-07-31, 3
Matthew Cole WJF 7 Juniors 3rd Place, 218, 2590, 15, 39, Sports, 2590, true, False, 2011-07-30, 6
Hroznej kolotoč, 195, 48893, 20, 134, Entertainment, 48893, true, False, 2009-05-10, 4
Speedworld Arenacross Track  AZ, 311, 4370, 13, 5, People & Blogs, 4370, true, False, 2010-03-29, 3
restart. } orange mmv, 212, 134220, 130, 3889, Film & Animation, 134220, true, False, 2014-12-23, 5
Velozmente octubre 2012, 343, 228814, 0, 208, Film & Animation, 228814, true, False, 2012-10-26, 4
How To Make CD/DVD Covers On Roxio Creator 2011 + GIVEAWAY (OVER), 428, 9648, 14, 40, Science & Technology, 9648, true, False, 2011-05-30, 4
2009Fire15 Is A List!!!, 159, 1253, 19, 11, Film & Animation, 1253, true, False, 2011-06-12, 4
1/64 scale custom farm toys, 237, 57199, 0, 119, Autos & Vehicles, 57199, true, False, 2013-04-08, 5
Ölweide Elaeagnus Pungens | Elaeagnus Ebbingei | Ölweide schneiden - NewWonder555, 129, 7246, 1, 46, Howto & Style, 7246, true, False, 2013-01-19, 6
Bridal hair video - romantic lowdo, 143, 50139, 12, 636, Howto & Style, 50139, true, False, 2014-11-18, 5
Los Dos Del Desierto - Estrella Caida, 249, 9566, 5, 105, Music, 9566, true, False, 2014-02-01, 4
An ka DaKo Giorgio Dan Lokal Fevrier 2015 (G.D.L), 257, 1445, 2, 18, Music, 1445, true, False, 2015-02-12, 6
Rent House Ibiza, 121, 13546, 0, 5, Travel & Events, 13546, true, False, 2008-12-30, 3
Ranger Challenge Competition 2014, 219, 3464, 1, 10, Sports, 3464, true, False, 2014-02-28, 5
Pranksters: Prankster Larry - SNL, 313, 843541, 536, 10827, Entertainment, 843541, true, False, 2013-09-25, 6
Okami [Pt. 140], 448, 6070, 27, 17, Entertainment, 6070, true, False, 2008-05-17, 3
DJMAX 風にお願い JP.ver -NORMAL STYLE-, 125, 4021, 0, 6, Entertainment, 4021, true, False, 2006-06-07, 4
ROnaldinho Joga bonito PES6, 278, 522279, 135, 766, Entertainment, 522279, true, False, 2006-11-08, 3
Generador de Energia Libre con Relevos e Imanes de Neodimio, 275, 3381, 1, 13, People & Blogs, 3381, true, False, 2014-11-20, 4
Sebastian Bach - Kicking And Screaming (Official Video), 198, 2434472, 1802, 15578, Music, 2434472, true, False, 2011-08-01, 5
COD ADVANCED WARFARE MULTIPLAYER! - ALL MULTIPLAYER EXO PERKS! (Call of Duty AW), 314, 2352, 43, 92, Gaming, 2352, true, False, 2014-08-11, 5
The Dolphin Encounter, 187, 2704, 0, 1, Pets & Animals, 2704, true, False, 2007-09-03, 3
My Little Pony - Educated Horses AMV - Rob Zombie, 235, 8347, 3, 39, Music, 8347, true, False, 2011-05-07, 4
Moulin à billes - Home made Ball Mill, 183, 10474, 23, 37, Science & Technology, 10474, true, False, 2013-02-20, 5
Dragon Ball Z Sparking Meteor BT3 Broly Returns Japanese, 309, 5815, 4, 20, Gaming, 5815, true, False, 2009-08-16, 4
AvA Tiger M4A1 - Preview, 175, 1720, 13, 14, Gaming, 1720, true, False, 2011-08-04, 5
NA, NA, NA, 0, 0, NA, NA, NA, NA, NA, None
STL Mustang Cruise 3-28-08, 130, 3352, 2, 3, Autos & Vehicles, 3352, true, False, 2008-11-13, 4
Goalkeeper - SAQ (Speed  Agility  Quickness), 232, 49291, 6, 147, Sports, 49291, true, False, 2009-08-10, 4
Sheri's Cat Mister Fluffington, 211, 17075, 6, 19, Entertainment, 17075, true, False, 2009-01-22, 6
KO NIGHT 2009 semifinals popping - Freqance vs Sunset Alleycats part 1, 265, 1395, 2, 5, Entertainment, 1395, true, False, 2009-07-14, 4
La raza Lacha cara rubia. Monte de Aralar (Navarra), 134, 13635, 1, 54, Pets & Animals, 13635, true, False, 2011-02-23, 4
The Fresh Prince of Bel-air  FUNNY MOMENTOS, 407, 3082724, 739, 40727, Comedy, 3082724, true, False, 2009-10-04, 4
Inkwell / Fall 2012, 130, 2261, 9, 64, People & Blogs, 2261, true, False, 2012-11-27, 5
Lizeth Olivo Hidalgo, 208, 15480, 4, 80, Travel & Events, 15480, true, False, 2015-01-26, 6
Line เกมเศรษฐี : เอ็ดเวิร์ด S+ 30, 307, 4440, 8, 20, Gaming, 4440, true, False, 2015-05-03, 5
Barkada Modern at FUSION X, 306, 1889, 3, 10, Entertainment, 1889, true, False, 2009-04-25, 4
شيخ المحشي - Sheikh al Mahshi, 144, 17086, 13, 137, Entertainment, 17086, true, False, 2014-06-26, 6
NFSU2 - Volklinger S14, 144, 2058, 9, 24, Gaming, 2058, true, False, 2013-03-21, 5
The Collektive @ the Poreotics Tic Tic Tour 2010 LIVE.BREATHE.LOVE.DANCE, 468, 1891, 1, 10, Entertainment, 1891, true, False, 2010-10-01, 4
Bhootnike wedding Dance, 402, 1519, 2, 2, Entertainment, 1519, true, False, 2009-10-08, 4
December 2013 Book Haul!!!, 343, 2897, 29, 83, People & Blogs, 2897, true, False, 2013-12-01, 5
ELOQUENT GRAFFITI - Podcast Six - First Cast & Crew Meeting, 362, 1942, 0, 6, Film & Animation, 1942, true, False, 2008-12-03, 3
Prljavo Kazaliste - Mojoj majci (Ruza Hrvatska) @ Vukovar, 353, 4031, 0, 33, People & Blogs, 4031, true, False, 2013-06-30, 5
Yoga to Align Your Head with Your Heart with Amy Patee, 474, 1861, 0, 7, Education, 1861, true, False, 2009-12-31, 4
F1 2015 | Melbourne TT Hotlap + Setup | Full HD, 143, 2508, 0, 15, Gaming, 2508, true, False, 2015-07-11, 6
2001 SAAB 95 Mechanical Problem NEED HELP!!!!, 130, 3364, 4, 0, People & Blogs, 3364, true, False, 2014-02-13, 6
Spaghetti al tonno e olive, 218, 2487, 1, 4, Entertainment, 2487, true, False, 2013-01-17, 3
Almanac Heirloom Pumpkin Barleywine (12% ABV) | Beer Geek Nation Craft Beer Reviews, 241, 1978, 24, 41, People & Blogs, 1978, true, False, 2013-10-11, 6
Saber Rider Theme (Grindcore / Death Metal) by Château Pansen, 165, 15670, 8, 22, Music, 15670, true, False, 2009-10-09, 4
2014 KTM 690 Enduro R: Filtering Traffic, 323, 1478, 2, 6, Autos & Vehicles, 1478, true, False, 2014-04-05, 5
Portraits for Multiple Percussion 18 & 26 - Mike Feher, 177, 3114, 4, 9, Music, 3114, true, False, 2008-01-15, 4
Pantijam 2014: Baby vs Space, 435, 1716, 0, 4, Music, 1716, true, False, 2014-01-31, 6
ang probinsyana dj john FL Studio mix, 244, 10500, 8, 7, Music, 10500, true, False, 2009-11-07, 3
Construction World III and The Mystery of the Lost Tool Video for Kids, 199, 852340, 0, 363, Education, 852340, true, False, 2014-11-04, 5
Cedar Glide Classic Longboards - Timeless Surf Co, 141, 3613, 0, 5, Howto & Style, 3613, true, False, 2011-10-17, 4
3D bus Parking Simulator Game GamePlay, 210, 4206, 2, 4, Gaming, 4206, true, False, 2014-03-12, 5
JANBUS Ptaszkowo k.Grodziska Wlkp., 258, 3088, 1, 6, Autos & Vehicles, 3088, true, False, 2010-07-05, 3
НЛО под водой часть5, 341, 27093, 6, 34, Entertainment, 27093, true, False, 2008-08-08, 4
Woodcock hunting in Estonia, 126, 96558, 8, 33, Sports, 96558, true, False, 2012-10-15, 6
MapleStory: Zero tutorial part 3 - From Prologue to Chapter 1, 398, 10362, 5, 25, Gaming, 10362, true, False, 2014-01-18, 5
今更、マインクラフトの面白さに気がついたアカウントはこちらです。, 443, 7374, 28, 96, People & Blogs, 7374, true, False, 2015-03-30, 6
YAMAHA　AT90 ヤマハ　1309180213 k, 171, 4882, 1, 17, Autos & Vehicles, 4882, true, False, 2013-10-30, 4
2007 BMW F800 ST at Euro Cycles of Tampa Bay, 130, 17842, 2, 34, Autos & Vehicles, 17842, true, False, 2013-01-19, 5
Brad Haddin's Heroics, 222, 13313, 7, 24, Sports, 13313, true, False, 2009-04-14, 3
Lead 演唱 Delighted, 192, 77120, 15, 218, Music, 77120, true, False, 2006-10-17, 3
Stretch | #TakeMeIn | S:01 EP:17  [MCTV] [@StretchRaps @MCTVUK], 263, 4406, 9, 88, Music, 4406, true, False, 2015-06-06, 6
ViaggiSenzaRitorno  l'investigazione di Essere Animali, 172, 207733, 52, 239, News & Politics, 207733, true, False, 2014-10-09, 4
Black Ops 2 Gameplay Zombies en Town Grief Parte 1, 444, 5250, 57, 686, Gaming, 5250, true, False, 2012-11-13, 5
Whipping cream at home/How to make whipped cream frosting for cakes/Whipped cream, 260, 380897, 64, 1464, Howto & Style, 380897, true, False, 2014-08-14, 6
Сборка компьютера с нуля игровой системный блок, 358, 9452, 17, 99, Science & Technology, 9452, true, False, 2014-07-16, 6
Yogli Mogli on Fox 5, 230, 4658, 2, 8, Nonprofits & Activism, 4658, true, False, 2010-07-07, 4
Mini pusnica Bradley mp4 - YouTube.flv, 142, 3593, 0, 8, Howto & Style, 3593, true, False, 2011-10-06, 3
OFFICIAL | Fiets voor een huis Aftermovie 2013, 393, 5150, 1, 25, Howto & Style, 5150, true, False, 2013-11-11, 6
Fujin-Raijin(風神雷神) and Ryu(龍) tattoo., 239, 52596, 0, 0, People & Blogs, 52596, true, False, 2010-03-11, 3
Lightwave 10 - Virtual Preview Render with 3dConnexion device, 222, 4979, 1, 8, Film & Animation, 4979, true, False, 2011-01-10, 5
it's because of you by yong, 195, 557701, 194, 3511, Entertainment, 557701, true, False, 2010-07-12, 5
Celtics - Magic Game 2 2nd round I 2009 Playoffs, 151, 25380, 9, 24, Sports, 25380, true, False, 2009-05-06, 3
Vittoria Rubino Pro Tech vs. Continental Supersport Plus Tyres, 126, 9822, 2, 21, Sports, 9822, true, False, 2014-05-01, 5
Albufeira (Fisherman's Beach) May 2013, 135, 1769, 0, 0, Travel & Events, 1769, true, False, 2013-05-29, 5
Jura VAG Event 2k15 -  by SteiN, 203, 2535, 20, 37, Film & Animation, 2535, true, False, 2015-06-18, 6
Upma - Sooji  Rava  cream of wheat, 342, 2968, 4, 9, Entertainment, 2968, true, False, 2012-03-31, 4
hg-700 vs idra69ilgenio[SwAT], 175, 3911, 17, 28, Entertainment, 3911, true, False, 2011-06-08, 5
Descargar e instalar the king of fighters 2002 plus en mi pc mediafire, 424, 10156, 31, 45, Gaming, 10156, true, False, 2012-10-31, 5
[Basketball] IRT / MCO .. 'Hercules La grandé' -23/03/13- ( Part 1 ), 273, 8421, 5, 23, Entertainment, 8421, true, False, 2013-03-23, 3
GTA SA How to increase FPS Part 2 [For Bad PC], 453, 23190, 45, 153, Sports, 23190, true, False, 2014-04-27, 4
Banda Autentica tierra nueva, 176, 2436, 0, 2, Music, 2436, true, False, 2008-05-21, 3
How to Make LED TV, 144, 336293, 85, 841, Education, 336293, true, False, 2013-08-09, 3
